id,title,url,description,original_price,discounted_price,category,photo_url,booked_number,review_score,review_number,tags,is_mflg
472,Sophia Yacht Charter by Minmed Cruise,https://www.klook.com/en-US/activity/95748-singapore-private-yacht-charter-minmed-cruise/,"Experience an exciting journey to Lazarus Island aboard the 39-foot cabin cruiser equipped with a flybridge, powered by twin Volvo Penta engines
Cruise on pet-friendly yacht and enjoy a holiday without leaving your furry friend behind
Air conditioned cabins are equipped with a professional grade karaoke sound system and party LED lighting
Enjoy exciting water activities with complimentary water toys while exploring Lazarus Island",800,,Water activities,https://res.klook.com/image/upload/activities/snywtrmtyweqig1uj1mv.jpg,,5,,"['Private group', 'Easy refund']",false
473,Luxurious Air-Conditioned Glamping Experience in Singapore,https://www.klook.com/en-US/activity/99431-glamping-experience-singapore-glamping-city/,"Begin your day with a scenic bike ride along East Coast Park, followed by a visit to restaurants or cafes for a delightful meal. Make a stop at Bedok Jetty to observe anglers in action as they reel in their catches.

Check into your glampcation spot, complete with air conditioning and fans to beat the heat. You can also opt for a cozy BBQ add-on for two - right outside your tent, offering a dinner with an unobstructed 180-degree sea view. Enjoy the sight of planes flying by and indulge in your favorite Netflix or Disney+ shows with a Cinema Screening setup, delivering an optimal sound experience.

Wake up to a breathtaking sunrise on the horizon, unlike any other in Singapore.",488,388,Outdoor & sports activities,https://res.klook.com/image/upload/activities/z8inklr4g1dl9r8fk89y.jpg,,,,"['Private group', 'Instant confirmation', 'Book now for tomorrow']",false
474,3-Hours Sunset Walking Tour in Singapore,https://www.klook.com/en-US/activity/101001-sunset-walking-tour-in-singapore/,"3-Hours Sunset Tour in Central Singapore
Sunset on the iconic Marina Bay
The best observation deck in Singapore
Unique combination between old and new
History and heritage of Singapore
Recommend to couples, families and groups",350,,Tours,https://res.klook.com/image/upload/activities/otulzuhzx21dpnw84udp.jpg,,,,"['Private group', 'Easy refund', 'Book now for tomorrow']",false
475,Singapore Hair & Scalp Treatment at Label39 Hair Salon,https://www.klook.com/en-US/activity/101497-hair-scalp-treatment-label39-hair-salon-singapore/,"Expert Consultation: Begin your journey to healthier hair with a thorough consultation by our skilled professionals. They’ll assess your unique needs and tailor a personalized treatment plan for maximum effectiveness.
Premium Products: Immerse yourself in the luxury of top-tier hair and scalp products. Label39 exclusively uses premium, salon-grade formulas designed to nourish, rejuvenate, and bring out the natural vitality of your hair and scalp.
Targeted Scalp Care: Our treatment goes beyond the surface, focusing on your scalp’s health. Experience the soothing benefits of targeted scalp care, addressing issues like dryness, oiliness, and dandruff for a balanced and revitalized scalp.
Stress-Relieving Scalp Massage: Unwind with our signature scalp massage, designed not only for relaxation but also to stimulate blood circulation. This revitalizing experience contributes to a healthier scalp and promotes optimal hair growth.
Customized Solutions: No two heads are the same, and neither are their hair and scalp needs. Benefit from a treatment plan tailored specifically to your hair type, addressing concerns ranging from damaged hair to sensitive scalps.
Visible Results: See and feel the difference after just one session. Our comprehensive treatment is designed to deliver visible results, leaving your hair looking healthier, shinier, and more vibrant.",130,,Cultural experiences,https://res.klook.com/image/upload/activities/xnt0p1ra0bb7hdeit9jy.jpg,,,,['Easy refund'],false
476,WaveShark II Private Yacht Charter in Singapore,https://www.klook.com/en-US/activity/103079-singapore-yacht-charter-waveshark-ii-private/,"Sail to Singapore's Southern Islands with this 45ft elegant cruiser designed for luxurious weekend getaways
Enjoy thrilling water activities like e-foiling and jetboarding for an exciting day at sea
Relax in the cozy lounging areas, such as the spacious cabin available for rest
Enjoy a vibrant party while savoring the breathtaking island views from the huge flybridge",919,,Water activities,https://res.klook.com/image/upload/activities/vfgnpb0zqjta9roumihc.jpg,,,,['Private group'],false
477,Street Food & Ethnic Quarters Kick Scooter Tour,https://www.klook.com/en-US/activity/103340-street-food-ethnic-quarters-kick-scooter-tour/,"On this one of a kind tasting journey by kick scooter, we learn about 6 ethnic quarters as we try 7 different kinds of vegetarian-friendly street food/drink.

Encounter a mélange of cultures, colourful conserved heritage shophouses, fascinating religious practices, instaworthy street art, a bustling night market, and vibrant streetscapes.

Dig into one of the world's most instagrammable dosai cones accompanied by a trio of chutneys a cup of hot masala tea. Enjoy freshly made popiah (Chinese spring roll), chwee kway (steamed rice pudding topped with salted radish and spicy sambal), muah chee (glutinous rice morsels coated with crushed peanuts and sugar), bubur pulut hitam (black glutinous rice with coconut cream dessert) and pisang goreng (Malay style banana fritters).",62.89,55.39,Outdoor & sports activities,https://res.klook.com/image/upload/activities/fqjplwlsc8aqrzfvomrz.jpg,,,,"['Easy refund', 'Instant confirmation']",false
478,Splendour of Colonial Singapore Walking Tour with Riverside Lunch,https://www.klook.com/en-US/activity/103438-splendour-of-colonial-singapore-walking-tour-with-riverside-lunch/,"Visit well-preserved structures from the Georgian, Victorian and Edwardian eras, and stately neo-classical style buildings, all of which have been restored to showcase the splendour of Colonial Singapore. Explore former colonial masters who left behind the legacy of careful town planning, sound legal system, good education system, solid infrastructure, impressive architecture, etc, which have certainly played a significant part in the development of modern Singapore.",52.89,,Tours,https://res.klook.com/image/upload/activities/fsiflt65h3oobisanc0i.jpg,,,,"['Easy refund', 'Instant confirmation']",false
479,Tiong Bahru: A Journey through Singapore's Oldest Estate,https://www.klook.com/en-US/activity/104702-tiong-bahru-a-journey-through-singapore-oldest-estate/,"Immerse in the bustling energy with fresh produce and seafood in Tiong Bahru wet market
Step back in time with hidden wartime stories and an intriguing air raid shelter
Exclusive access to a storied bakery's proprietor
Capture the essence of Singapore's history through evocative street murals",90,,Tours,https://res.klook.com/image/upload/activities/gwhvfgmgqduty4cii9x0.jpg,,,,"['Easy refund', 'Instant confirmation', 'Book now for tomorrow']",false
480,Anthology by Compendium Spirits at Jewel Changi Airport,https://www.klook.com/en-US/activity/104841-anthology-by-compendium-spirits/,"Step into a realm where spirits become stories and every sip is a chapter.
Diving into the intricate world of spirits, our Guided Tasting provides enthusiasts and novices alike a chance to unravel the artistry and craftsmanship behind every bottle of compendium Spirits
Get your hands dirty in the exciting world of mixology like never before! Our introductory Cocktail Making workshop offers an unique experience where you get to shake, stir and savour your own crafted cocktails.",58,,Tours,https://res.klook.com/image/upload/activities/wz9ksnwn3p6nlypyuuf6.jpg,,,,['Instant confirmation'],false
481,Dive with Cuddlefish Divers in Singapore,https://www.klook.com/en-US/activity/104964-dive-with-cuddlefish-divers-in-singapore/,"Offers different features and marine life, catering to divers of various experience levels
Enjoy encountering colorful coral reefs, schools of fish, seahorses, nudibranchs, and occasionally larger marine creatures like turtles and rays
Explore the Mysteries of the deep blue sea
Dive with cuttlefish and marvel at their spectacular displays",75,,Water activities,https://res.klook.com/image/upload/activities/zrdumya1fuokswpvrudm.jpg,,,,"['Easy refund', 'Instant confirmation']",false
482,Art Jamming Workshops in Singapore,https://www.klook.com/en-US/activity/105935-edible-food-art-jamming-session-in-singapore/,"Discover the art of food presentation and culinary creativity
Unwind, relax, and relieve stress through the act of creating
Promises Instagram-worthy masterpieces that are almost too beautiful
Allows participants to express through art, without any restrictions or judgments",45,,Cultural experiences,https://res.klook.com/image/upload/activities/sxawu933gqk47nicbrhy.jpg,,,,"['Easy refund', 'Instant confirmation', 'Book now for tomorrow']",false
483,Make your Own Bralette Workshop in Singapore,https://www.klook.com/en-US/activity/106507-make-your-own-bralette-workshop-in-singapore/,"Start by choosing from over 500 laces in our showroom. Once satisfied, choose the different strap colors, mix and match if you like!

Now trace and cut according to the pattern given for your size. Everything will be guided by our experts so not to worry!

Put everything together and sew! Unsure how to sew, add $30 for us to sew it all for you. This can be assured and confirmed in our showroom.

Don't forget to take pics and enjoy the process!",233.15,,Cultural experiences,https://res.klook.com/image/upload/activities/zqkkffdca2byejdh1uji.jpg,,,,"['Easy refund', 'Book now for tomorrow']",false
484,Omakase Experience at Greenwood Fish Market @ Quayside Isle,https://www.klook.com/en-US/activity/108027-greenwood-fish-market/,"Partake in Greenwood Fish Market's exciting first endeavour into omakase at their waterfront restaurant. As seafood specialists, be assured that only the freshest and most premium delicacies are served.

From bluefin otoro to uni, the menu revolves around seasonal specialities, with 20kg of fish and shellfish flown from Japan twice weekly. For those particular about timing their reservations just right, note that shipments land on Tuesday and Friday – dining in one day after would guarantee the freshest catch!",107,,Tours,https://res.klook.com/image/upload/activities/utyo4tjnxz7ppehub9vx.jpg,,,,['Easy refund'],false
485,Sustenir Supercities Farm Tour in Singapore,https://www.klook.com/en-US/activity/108218-sustenir-supercities-farm-tour/,"One of Singapore’s largest vertical farms and learn of its mission to play a positive role in Singapore’s “30 by 30” vision
With a vision to nourish people and the planet, one leaf at a time, Sustenir is a B-Corp superfoods business that is focused on improving consumer healthspans in cities
Continues to play a role in community engagement and focus on inclusive, local-centric employment",58,,Tours,https://res.klook.com/image/upload/activities/bxnkrzndq3eydtgenrdj.jpg,,,,"['Easy refund', 'Book now for tomorrow']",false
486,Culinary Tour at Greenwood Fish Market @ Quayside Isle,https://www.klook.com/en-US/activity/108569-greenwood-fish-market-quayside-isle/,"Welcome to the ultimate culinary tour experience at Greenwood Fish Market!
Spend a leisurely afternoon sampling the five dining concepts at their waterfront restaurant and savour signature dishes prepared by various chefs
⁠From bites of fresh oysters to 45-day dry-aged steaks, this tour lets you in on a taste of everything they have to offer!",70,,Tours,https://res.klook.com/image/upload/activities/kwdcob8lsmphpafu0mey.jpg,,,,['Easy refund'],false
487,Open My Factory: Tower Transit Bulim Bus Depot Tour in Singapore,https://www.klook.com/en-US/activity/108753-tower-transit-bulim-bus-depot-tour-in-singapore/,"Exclusive visit to its depot and meet the unsung heroes that keep our country moving
Observe where buses are serviced, refuelled and washed before going on the road
Experience insight into passion for this industry",26.69,,Tours,https://res.klook.com/image/upload/activities/z18b90kjuams1zyqflnr.jpg,,,,['Instant confirmation'],false
488,ALBA E-Waste Logistics & Sorting Hub Tour in Singapore,https://www.klook.com/en-US/activity/108995-alba-e-waste-logistics-sorting-hub-tour-in-singapore/,"Step into ALBA's E-Waste Sorting & Logistics Hub and learn about the different types of e-waste collected in Singapore
Unravel the practical challenges to recycling mobile phones and tablets, printers, television and more
Witnessing the convergence of innovation and environmental responsibility in every step of the recycling process
Gain Insight into the complexities of E-waste recycling",26.69,,Tours,https://res.klook.com/image/upload/activities/kiiy5lhwtvjzhvagmlqz.jpg,,,,['Instant confirmation'],false
489,Open My Factory: DoDo Seafood Treats Factory Tour in Singapore,https://www.klook.com/en-US/activity/108996-dodo-seafood-treats-factory-tour-in-singapore/,"Equipped with modern processing equipment and cutting-edge technology to maintain the highest standards of hygiene, safety, and product integrity
Adheres to strict quality control measures at every stage of production
Prioritizes sustainable sourcing practices
Tailor products to meet specific customer preferences",26.69,,Tours,https://res.klook.com/image/upload/activities/u4uc2bfncirtpik897ar.jpg,,,,['Instant confirmation'],false
490,Open My Factory: Eng Hup Shipping Bee Sin Shipyard Tour in Singapore,https://www.klook.com/en-US/activity/108997-eng-hup-shipping-bee-sin-shipyard-tour-in-singapore/,"Supply and repaire vessels for many of Singapore’s national projects
Learn how different vessels are docked, assessed and repaired, speak with engineers and captains about their love for (and struggles in) the maritime industry
Experience the Legacy of Eng Hup Shipping Bee Sin Shipyard's Craftsmanship
Discover the Heart of Maritime Operations",26.69,,Tours,https://res.klook.com/image/upload/activities/oxcqlizoz9zhihn9wkq8.jpg,,,,['Instant confirmation'],false
491,Open My Factory: SingPost Mail Processing Centre Tour in Singapore,https://www.klook.com/en-US/activity/109000-singpost-mail-processing-centre-tour-in-singapore/,"Dive into the fascinating world of SingPost and witness the incredible journey of up to one million mail items processed daily!
Watch skilled sorters and processing staff in action, expertly categorising letters and packages of all shapes and sizes
Experience mail travels across Singapore and the world, marveling at the intricate logistics network
Uncover the secrets of handling returned mail, including those with underpaid postage and even missing addresses",26.69,,Tours,https://res.klook.com/image/upload/activities/t4qswkjaobrzmikp2mja.jpg,,,,['Instant confirmation'],false
492,Singapore Terrarium Making Workshop,https://www.klook.com/en-US/activity/109194-singapore-terrarium-making-workshop/,"Explore the creative world of aquascaping with this 2-hour terrarium making session
Fully guided by an experienced instructor and terrarium designer
Experience the therapeutic benefits of working with plants and soil
Learn the secrets of successful terrariums in Singapore Terrarium workshop",268,,Cultural experiences,https://res.klook.com/image/upload/activities/qfy5rrkovs3onrski8a4.jpg,,,,[],false
493,ROYALWAY TCM 网红明星御道中医 Best Massage In Singapore,https://www.klook.com/en-US/activity/109202-royalway-tcm-best-massage-in-singapore/,"Experience the rejuvenating power of TCM massage
Discover the transformative power of a rejuvenating body massage
Find solace and serenity amidst the gentle strokes of our body massage",88,,Massages & hot springs,https://res.klook.com/image/upload/activities/dg4bfrcvlcrgic3n5mmq.jpg,,,,"['Easy refund', 'Book now for tomorrow']",false
494,Hidden Gems of Farrer Park Walking Tour,https://www.klook.com/en-US/activity/109272-hidden-gems-of-farrer-park-walking-tour/,"Enter a secret chamber in the Temple of a Thousand Lights
See the ornate architecture of the century-old Leong San See Temple
Be fascinated by the stories of Hindu gods at Sri Vadapathira Kaliamman Temple
Walk by an unusual Red Light Area which operates in the day and shuts at night
See the beautifully restored Heritage Peranakan Shophouses of Petain Road
Discover locals' favourite food joints which have escaped the attention of the Michelin Guide",38.89,,Tours,https://res.klook.com/image/upload/activities/wxlre9y57plnnwa5nnrk.jpg,,,,"['Easy refund', 'Instant confirmation']",false
495,Open My Factory: Tai Hua Soy Sauce Factory in Singapore,https://www.klook.com/en-US/activity/110387-open-my-factory-tai-hua-soy-sauce-factory-in-singapore/,"Experience family, tradition and modern innovation all under one roof
Indulge in the Essence of Umami where every drop counts
Explore new flavors and techniques to keep the soy sauce factory at forefront of the industry",26.69,,Tours,https://res.klook.com/image/upload/activities/gh11i40qopoq9zmadeil.jpg,,,,['Instant confirmation'],false
496,Open My Factory: TuasOne Waste-to-Energy Plant in Singapore,https://www.klook.com/en-US/activity/110392-open-my-factory-tuasone-waste-to-energy-plant-in-singapore/,"Step into one of Singapore's four operational waste-to-energy plants, and delve into the complexities of our local waste management system
Chance to observe how trucks sort and unload waste at the reception hall
Have a first-hand look how the waste is further processed, before being transferred into the incinerator
Experience speaking with the plant's crane operators and engineers, and learn about how the boilers are controlled, regulated, and maintained every day",26.69,,Tours,https://res.klook.com/image/upload/activities/shx2xazndn3w76uejvwd.jpg,,,,['Instant confirmation'],false
497,Nature's Spa Singapore,https://www.klook.com/en-US/activity/111758-nature-spa-singapore/,"Rare Rose Facial - Jurlique’s Rose and botanical extracts create a hydrating, glow-boosting treatment for radiant skin.
Revitalising Antioxidant Facial - Harnessing the power of Jurlique’s Herbal Recovery Range, this treatment infuses the skin with the rejuvenating properties of antioxidant-rich herbs, revitalising and brightening the complexion.
Aromatherapy Massage - A Swedish-style massage using Jurlique essential oils to relax and calm the mind.
Deep Tissues Massage - A therapeutic massage that is strong and intense, melting away deep-seated tension when combined with revitalising essential oils.
Hot Stone Massage - Relax deeply and rejuvenate with heat-releasing stones that soothe aches and reduce stress.",123,,Massages & hot springs,https://res.klook.com/image/upload/activities/yylntckmmssnaixjcljm.jpg,,,,"['Easy refund', 'Instant confirmation', 'Book now for tomorrow']",false
498,HawkerWalk@CNY Edition - Chinatown Complex,https://www.klook.com/en-US/activity/53454-chinatown-complex-hawker-walk-tour-chinese-new-year-edition/,"Indulge in an unforgettable Singapore Hawker Food Tour, where you'll interact with passionate hawkers, learn their stories, and delight in delicious snacks!

Discover Hidden Gems:

Venture off the beaten path and explore the UNESCO-rich heritage of Singapore's hawker culture. Dive into Chinatown Complex, the island's largest hawker center, and uncover the vibrant soul of Singaporean cuisine.

Feast on Flavor and Heritage:

Explore beyond the tourist trail and savor the fascinating stories behind each bite. Experience the dedication of hawker heroes, masters of everyday culinary magic, as they craft authentic dishes like ""kill the riding horse"" and ""pig ear biscuit.""

Sensory Adventure:

Immerse yourself in the bustling energy of Chinatown Complex as you embark on a sensory journey through over 7 hawker delights from at least 5 different stalls. Each bite is a celebration of Singapore's rich cultural tapestry.

Community Connection:

Meet the heart and soul of Singapore's culinary scene - the hawker heroes. Hear their stories, struggles, and unwavering passion for food, forging a deeper connection with the local community.

Cultural Exploration:

Gain insight into Singapore's unique hawker culture, recognized by UNESCO for its cultural significance. Learn about traditions, community dynamics, and the future of this cherished culinary heritage beyond just the plate.

Don't miss this opportunity to tantalize your taste buds and enrich your understanding of Singapore's vibrant hawker culture on a food tour like no other!",65,,Tours,https://res.klook.com/image/upload/activities/tyjwtx4q2sbjrjpcyqyr.jpg,,,,['Instant confirmation'],false
499,Miniature Food Workshop Egg Rolls in a bottle,https://www.klook.com/en-US/activity/58092-miniature-food-workshop-egg-rolls-in-a-bottle/,"Experience and learn the magical craft of making realistic miniature food replicas using quality air dry waterproof polymer clay made in Japan!
This egg rolls workshop is designed for ages 12 to adults, with no experience needed.
Enjoy a fully-guided craft workshop, where you experience the wonderful calming effects of creating with your hands
You’ll get to bring home your works at the end of the workshop
You will learn to create your own egg roll masterpiece cast a mold from it, and you will create the egg rolls from your own mold which you’ll place in a bottle.
Design of the bottle may slightly differs depending on stock availability, measures 35mm in height.
",105,70,Cultural experiences,https://res.klook.com/image/upload/activities/ohtgihpuqkd0xnozyutr.jpg,,,,"['Easy refund', 'Best Price Guarantee']",false
500,Emotional Wisdom with Bach Flower Remedies,https://www.klook.com/en-US/activity/66424-emotional-wisdom-bach-flower-remedies/,"Do you ever feel that you can become your own healer but do not know how?
Here’s a simple and natural way to overcome your emotional stress and to start taking charge of your emotional well-being! Bach flower remedies can help
Bach flower remedy system is a simple and natural method of emotional healing using the healing properties of the flowers",150,,Outdoor & sports activities,https://res.klook.com/image/upload/activities/rqfjynlybap3go7grwyo.jpg,,,,['Instant confirmation'],false
501,Corporate Wellness Programme (Virtual),https://www.klook.com/en-US/activity/66999-corporate-wellness-programme/,"Virtual online wellness programme with customisable suite of training modules
Interactive training that is relevant, engaging and practical
Designed and delivered by our award-winning master trainer
Ergonomics of Your Computer Workstation
During this pandemic, we witness ever more cases of clients who have become victims of poor ergonomics – working off a laptop, working without a proper table, sitting for prolonged hours, etc. As mobile massage therapists, our team is privy to the remote-working setups of our Home Spa clients. Here, we share our findings and make recommendations based on sound ergonomics principles.
Ergonomics of Sleep
We spend a third of our lives sleeping. Ensuring we get the most of our sleep goes a long way towards a healthy mind, body and spirit. This talk dives deep into the topic of sleep postures for optimal musculoskeletal health, and is highly recommended for those with lower-back pain, neck/shoulder pain and arm pain.
DIY Massage for Neck & Shoulders
Neck and shoulder pain accounts for majority of the WMSDs in Singapore. It is clinically linked to other ailments such as chronic headache, limited upper-body mobility, arm weakness, chest tightness, breathing difficulties and eye strain. By learning how to relieve muscular tension in the neck and shoulders, you will be able to reduce physical stress, promote blood flow, gain mental clarity and work more productively.
DIY Massage for Lower Back
As many as 42% of office workers in Singapore report experiencing some degree of lower-back pain. Prolonged sitting and poor ergonomics contribute to this condition, sometimes even causing debilitating pain in the buttocks and legs. Learn how to use simple objects for self-massage so that you can alleviate lower-back pain, improve hip mobility and sit more comfortably.
DIY Massage for Upper Limbs
Spending a lot of time at the computer and repetitive use of the keyboard and mouse can lead to upper-limb disorders. As a result, simple activities such as typing, holding objects and turning doorknobs become excruciating. This module offers self-massage as an intervention in the early stages of upper-limb disorders to restore functionality of the wrists, hands and arms.
Correcting Your Sitting Posture
Prolonged sitting has been shown to raise the risk of cardiovascular disease, cancer, diabetes and obesity. It also aggravates muscular skeletal conditions, which are further linked to limited mobility, poor dexterity and even depression. This module offers integrated solutions to reverse the effects of prolonged sitting, awaken key muscle groups, get the blood pumping and recharge.
Managing Your Text Neck
With increase in deskbound work and use of mobile devices, ailments such as text neck and dowager’s hump have become more pervasive. This module covers deep stretching techniques, exercises and posture correction for spinal health and reduction of neck and shoulder strain.",500,,Outdoor & sports activities,https://res.klook.com/image/upload/activities/dghvuosi4bp9by1ummwg.jpg,,,,"['Private group', 'Instant confirmation']",false
502,Clay Accessories Making Workshop - Regular Abstract Art,https://www.klook.com/en-US/activity/70476-singapore-abstract-clay-art-workshop-diy-workshop/,"Find out more about abstract clay art making, and you will get to bring your artwork home!
Explore and learn how to create your very own unique earrings design
Enjoy the fun clay art workshop taught by professionals and have a good bonding time
This is also a kids friendly workshop!",128,,Cultural experiences,https://res.klook.com/image/upload/activities/i5natofit8woujfc8jd6.jpg,,,,"['Easy refund', 'Instant confirmation']",false
503,Clay Accessories Making Workshop - Watercolour,https://www.klook.com/en-US/activity/70480-singapore-watercolour-clay-workshop-diy-workshop/,"Find out more about watercolour clay accessories making, and you will get to bring your artwork home!
Explore and learn how to create your very own unique earrings design
Enjoy the fun clay art workshop taught by professionals and have a good bonding time
This is also a kids friendly workshop!",128,,Cultural experiences,https://res.klook.com/image/upload/activities/lsdvcawcyodjn1umseos.jpg,,,,"['Easy refund', 'Instant confirmation']",false
504,Clay Accessories Making Workshop - Regular Floral,https://www.klook.com/en-US/activity/70849-singapore-floral-garden-workshop-diy-workshop/,"Find out more about this floral accessories making workshop, and you will get to bring your artwork home!
Explore and learn how to create your very own unique accessories design
Enjoy the fun workshop taught by professionals and have a good bonding time
This is also a kids friendly workshop!",128,,Cultural experiences,https://res.klook.com/image/upload/activities/wugruxg8re8spz97d6wk.jpg,,,,"['Easy refund', 'Instant confirmation']",false
507,Vocal Assessment Workshop in Singapore,https://www.klook.com/en-US/activity/71764-private-singapore-class-vocal-session-yuan-meng/,"You are just minutes away from your singing dream!
Our song coach guides you on how to sing confidently on Tik Tok or in the KTV room!
You will be guided by assessing pitch & rhythm, voice control, breathing and support, diction, and overall tone
Get tips on how to sing your favourite song and find your signature voice",80,,Cultural experiences,https://res.klook.com/image/upload/activities/fvjr4zqimsevj5fgcxbj.jpg,,,,"['Private group', 'Instant confirmation']",false
508,Organic Bath Bomb Making Workshop In Singapore,https://www.klook.com/en-US/activity/72789-organic-bath-bomb-making-workshop-singapore/,"Learn the basics of making all-natural bath bombs from scratch within 1 hour
Create your own bath bombs with your choice of colour, scent with 100% essential oil or dried flowers
Perfect for family, couples, or friends to participate and create some fun activity in Singapore",180,,Cultural experiences,https://res.klook.com/image/upload/activities/lzife2ixbmtfr4du5uiy.jpg,,,,"[""Klook's choice"", 'Instant confirmation']",false
509,ASK Eyecare,https://www.klook.com/en-US/activity/74883-ask-eyecare-treatments-singapore/,"ASK Eyecare aims to provide primary eye health care through comprehensive and high-quality eye workouts and therapy with alpha waves.
We are always looking for new ways to keep our eyes healthy and we position a strong emphasis on routine vision care.",69,39,Cultural experiences,https://res.klook.com/image/upload/activities/lexzylfy033hezi2mv4p.jpg,,,,['Instant confirmation'],false
510,Balloon Splatter Leather Pouch Workshop in Singapore,https://www.klook.com/en-US/activity/76007-balloon-splatter-leather-pouch-diy-workshop-singapore/,"Make a one-of-a-kind wallet clutch in full grain leather with gorgeous balloon splatter artwork!
Personalize your completed leather pouch with a hot stamp of your choice in Art Pop Studio
Learn how to mix colors and layering techniques to create your own unique splatter art piece
Release your stress during popping in the splash zone, the most fun part of this workshop!
Bring yourself to have a good time, and Art Pop Studio provides all materials needed",119,,Cultural experiences,https://res.klook.com/image/upload/activities/dfh3rbsij7xpeqnsivnd.jpg,,,,[],false
511,The Hunt for the Green Treasure,https://www.klook.com/en-US/activity/76685-presidents-design-award-tours-guided-tour/,"• Participate in a guided game tour to uncover the mysterious green treasure through solving puzzles with a fun-loving guide!

• Learn about sustainable design features of President*s Design Award winning buildings and spaces.

• Get an exclusive insider access into a home at Skyville@Dawson and a sustainability inspired cocktail session at Oasia Hotel Downtown during the Singapore Design Week special edition.

• Perfect and fun for the entire family and friends to join in the 4-hour local tour!",98,,Tours,https://res.klook.com/image/upload/activities/mgdrb1peifez6l0mrwj2.jpg,,,,['Instant confirmation'],false
512,Singapore Art Jam Session by Arthaus,https://www.klook.com/en-US/activity/77399-art-jam-session-singapore/,"Participate in an art jam session that provides flexible booking dates & small groups for each session
Dive into your art imagination & creativity to customize your unique artwork with your family or friends
Join a student-centric focus workshop on discovering your children's talent and creativity for 2 hours!
Perfect for all ages to spend your free time with your loved ones for a fun memory",75,,Cultural experiences,https://res.klook.com/image/upload/activities/cxkiurgsqtrf8kuj2wew.jpg,,,,['Instant confirmation'],false
513,Coffee Meet-Up Experience in Singapore,https://www.klook.com/en-US/activity/79523-coffee-meet-up-experience-singapore/,"Meet and connect with interesting people for a conversation safely and comfortably in Singapore!
Sign up to chat with real humans, show up, have a coffee, and enjoy everything afterward
Encounter different people across different industries and find a similar interest that suits you!
Make new friends, expand your meaningful connection & seek great conversations during the experience",165,,Tours,https://res.klook.com/image/upload/activities/fegdah3k7sndjdbzeqih.jpg,,,,"['Private group', 'Instant confirmation']",false
514,Daisy Bucket Hat Crochet Workshop in Singapore,https://www.klook.com/en-US/activity/80685-daisy-bucket-hat-crochet-workshop-singapore/,"Learn how to custom a daisy bucket hat in a 4-5 hours beginner to intermediate crochet workshop
Siqi, who has taught over 200+ individuals at public & private events, will guide you throughout the experience
Beginners to intermediate participants are welcome to join the workshop for a fun experience with friends or families!
Assemble a bucket hat for yourselves or your closest ones & bring it home after the workshop",300,,Cultural experiences,https://res.klook.com/image/upload/activities/mww6miu4jbwzgarn1rmq.jpg,,,,"['Private group', 'Instant confirmation']",false
515,Eyelash Extension Experience for Couple in Singapore,https://www.klook.com/en-US/activity/83184-perky-lash-experience-singapore/,"Get your partner to do the eyelash extension for you, guided by the experienced team throughout the experience!
Capture the fantastic & special moment while joining the expertise for a unique try in Singapore
Hands-on to customize the eyelash extension for your loved one during the experience
Perfect for couples keen to have a memorable date & experience whenever they are free",199,,Cultural experiences,https://res.klook.com/image/upload/activities/myzwy7hivsufgrcmudq9.jpg,,,,['Instant confirmation'],false
516,Premium Yacht Charter Singapore - Leviathan 8 by Zenithyachtcharters,https://www.klook.com/en-US/activity/83383-leviathan8-premium-yacht-charter-zenithyachtcharters/,"Sail into the open sea
Have fun, water activities and swim in the tranquil Lagoon of the southern islands
Try your luck in fishing and potentially catch dinner / lunch!
Explore the lagoon of Lazarus Island by kayak or SUP if you are feeling adventurous
Get up close and personal with exotic marine life as you snorkel in the clear blue waters of the Lazarus Lagoon.
Sun tan on the decks or just hang out with your buddies on board and take in the beautiful views of the Southern Islands
Be mesmerised by a beautiful City skyline tour at the beginning or end of your trip",5046,,Water activities,https://res.klook.com/image/upload/activities/ivvzh2ywfajxdctcrxke.jpg,,,,['Private group'],false
517,Premium Yacht Charter Singapore - Island Yacht,https://www.klook.com/en-US/activity/83643-leviathan888-premium-yacht-charter-zenithyachtcharters/,"Sail into the open sea
Have fun, water activities and swim in the tranquil Lagoon of the southern islands
Try your luck in fishing and potentially catch dinner / lunch!
Explore the lagoon of Lazarus Island by kayak or SUP if you are feeling adventurous
Get up close and personal with exotic marine life as you snorkel in the clear blue waters of the Lazarus Lagoon.
Sun tan on the decks or just hang out with your buddies on board and take in the beautiful views of the Southern Islands
Be mesmerised by a beautiful City skyline tour at the beginning or end of your trip",955,,Water activities,https://res.klook.com/image/upload/activities/ztjejwx2hm2n5qqmf7at.jpg,,,,[],false
518,Singapore Coconut Candle Wax Making Workshop at Choisi Par,https://www.klook.com/en-US/activity/85380-coconut-candle-wax-making-workshop-singapore/,"Enjoy an evening session with Edrial Hayward Founder Cristine at the Maison!
Discover how to make coconut wax candles, the benefits of a scented regime, and the wellness behind the brand
Take home your creation while enjoying light refreshments, suitable for beginners who want to learn how to make coconut candle wax in Singapore!
Learn from a friendly instructor who will share her coconut candle wax business and instructions throughout the workshop",160,,Cultural experiences,https://res.klook.com/image/upload/activities/az6wyksl9mwdcppo8ymi.jpg,,,,['Easy refund'],false
